"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3983594";"";"None";"446.48";"0";"3.55";"BDBM255038";"N#CCN1CN([C@H]2CC[C@H](CNC3(C(F)(F)F)CC3)CC2)c2c(cnc3[nH]ccc23)C1=O";"IC50";"'='";"45.0";"nM";"7.35";"";"444044";"UO_0000065";"16.45";"0.31";"3.80";"8.34";"0";"CHEMBL3889260";"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887014";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"45.0"
"CHEMBL3950208";"";"None";"369.47";"0";"1.65";"BDBM255044";"CN1CN([C@H]2CC[C@H](CN3CC(O)C3)CC2)c2c(cnc3[nH]ccc23)C1=O";"IC50";"'='";"61.0";"nM";"7.21";"";"444050";"UO_0000065";"19.53";"0.36";"5.56";"9.53";"0";"CHEMBL3889260";"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887014";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"61.0"
"CHEMBL3957838";"";"None";"485.53";"0";"2.94";"BDBM254997";"O=C1c2cnc3[nH]ccc3c2N([C@H]2CC[C@H](CN3CCCS3(=O)=O)CC2)CN1CC(F)(F)F";"IC50";"'='";"350.0";"nM";"6.46";"";"444052";"UO_0000065";"13.30";"0.27";"3.52";"7.20";"0";"CHEMBL3889260";"Enzyme Assay: The inhibitory activity of the compounds of the present invention against JAK was measured.The respective enzymes (JAK1, JAK2, JAK3 and Tyk2) were purchased from Carna Biosciences, Inc.As a substrate of the enzymes (hereinafter referred to as substrate), LANCE Ultra ULight-JAK-1 (Tyr1023) Peptide (manufactured by PerkinElmer Inc.) was used.As an antibody for detecting phosphorylation of the substrate, LANCE Ultra Europium-anti-phospho tyrosine antibody (PT66) (manufactured by PerkinElmer Inc.) was used.The other reagents were purchased from the following.Adenosine triphosphate (ATP): Sigma-Aldrich4-(2-Hydroxyethyl)-1-piperazineethanesulfonic acid (HEPES): DOJINDO LABORATORIESGlycol ether diamine tetraacetic acid (EGTA): DOJINDO LABORATORIES Magnesium chloride (MgCl2): Wako Pure Chemical Industries, Ltd.Dithiothreitol (DTT): Wako Pure Chemical Industries, Ltd.Tween 20: Sigma-AldrichEthylenediaminetetraacetic acid (EDTA): DOJINDO LABORATORIESThe compounds of the present invention, the enzymes (JAK1, JAK2, JAK3 and Tyk2), the substrate and ATP were used for assay as diluted with assay buffer.Â  As the assay buffer, one having the following composition was used.Â  HEPES (pH7.5): 50 mM EGTA: 1 mM MgCl2: 10 mM DTT: 2 mM Tween 20: 0.01% (wt/wt). The dilute concentration and the addition amount on a well plate as described hereinafter were adjusted so that the following final concentrations were achieved on the well plate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887014";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"350.0"
"CHEMBL4128410";"";"None";"403.49";"0";"4.78";"8";"CN(C)C(=O)/C=C/c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"17.62";"0.32";"2.33";"8.89";"0";"CHEMBL4124187";"Inhibition of human TYK2 using KKSRGDYMTMQIG as substrate in presence of 10 uM [gamma33P]ATP by radiometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118225";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"78.0"
"CHEMBL5433426";"";"None";"336.36";"0";"2.47";"1b";"COc1ccccc1Nc1cc(Nc2cccnn2)ncc1C(N)=O";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"22.96";"0.42";"5.25";"6.71";"0";"CHEMBL5319086";"Inhibition of TYK2 (unknown origin) by caliper technology";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5316322";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"19.0"
"CHEMBL5418288";"";"None";"499.55";"0";"3.20";"90-8";"COc1cc(Nc2cc(NC(C)=O)ncc2-c2ccc3c(n2)OCC(C)(C)O3)nc(S(C)(=O)=O)c1";"IC50";"'='";"1822.0";"nM";"5.74";"";"";"UO_0000065";"11.49";"0.22";"2.54";"4.05";"0";"CHEMBL5383677";"Inhibition of TYK2 signal transduction pathway in human TF-1 cells assessed as reduction in GM-CSF induced p-STAT5 level";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"TF-1";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380830";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"1822.0"
"CHEMBL4867931";"";"None";"464.55";"0";"3.20";"I-50";"COc1cc(NS(=O)(=O)C2CC2)ccc1-c1cnc(N)c(-c2ccc3c(c2)CCNC3=O)c1";"% inhibition";"'='";"28.8";"uM";"";"";"Data is reported as I50 but values are consistent with % inhibition, changed for ChEMBL32 at suggestion of BZ";"UO_0000064";"";"";"";"";"0";"CHEMBL4804508";"Inhibition of TYK2 domain 2 in human NCI-H929 cells by mass spectroscopic analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H929";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4804281";"38";"SureChEMBL Patent Bioactivity Data";"";"2020";"None";"";"INHIBITOR";"";"28.8"
"CHEMBL5439447";"";"None";"505.56";"2";"1.70";"82-2";"[2H]C([2H])([2H])NC(=O)c1nnc(Nc2ccc(N3CC(O)C3)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC";"IC50";"'='";"83.0";"nM";"7.08";"";"";"UO_0000065";"14.09";"0.26";"5.38";"4.56";"0";"CHEMBL5383660";"Inhibition of TYK2 JH2 in human KIT225 cells assessed as reduction of IFNalpha induced STAT1 phosphorylation by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KIT225";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380830";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"83.0"
"CHEMBL5415395";"";"None";"426.51";"0";"3.57";"87-1";"[2H]C([2H])([2H])CC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C([2H])([2H])[2H])n2)c1OC";"Kd";"'<='";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5383664";"Binding affinity to TYK2 JH2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380830";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"10.0"
"CHEMBL5396851";"";"None";"489.55";"0";"3.20";"92-3";"[2H]C([2H])([2H])NC(=O)c1nnc2cc1Nc1cc(cc(-c3ccn(C)n3)c1OC)CCOCc1cccc(n1)N2";"IC50";"'<='";"50.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5383666";"Inhibition of TYK2 signal transduction pathway in human PBMC cells assessed as IFNalpha induced p-STAT5 level";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380830";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"50.0"
"CHEMBL5396026";"";"None";"434.52";"0";"3.61";"1";"[2H]C([2H])([2H])CC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc2c1N(C)Cc1nc(C)nn1-2";"IC50";"'<'";"30.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5360385";"Inhibition of TYK2 in HEK-Blue IL-23 cells pretreated for 60 mins followed by IL-23 stimulation for 22 to 24 hrs by Quanti-Blue based SEAP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-Blue IL-23";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5357075";"1";"Scientific Literature";"ACS Med Chem Lett";"2024";"None";"TIME_Lower = 23.0 hrs | TIME_Upper = 25.0 hrs";"INHIBITOR";"";"30.0"
"CHEMBL4518744";"";"None";"351.82";"0";"3.35";"14";"CCS(=O)(=O)Nc1cc(-c2ccc(O)c(Cl)c2)cc2[nH]ncc12";"IC50";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"18.76";"0.39";"3.25";"6.94";"0";"CHEMBL4478764";"Inhibition of human Gst-tagged TYK2 ( 871 to 1187 residues) expressed in baculovirus using biotin-synthetic peptide as substrate after 20 mins by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477220";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";"";"";"6.6"
"CHEMBL3622821";"UPADACITINIB";"4.0";"380.37";"0";"2.91";"EUB0000644a";"CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12";"IC50";"'='";"4700.0";"nM";"5.33";"";"";"UO_0000065";"14.01";"0.27";"2.42";"6.80";"0";"CHEMBL5472023";"Selectivity interaction (HTRF activity assay) EUB0000644a TYK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Protein family: Protein kinase";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5465560";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"None";"Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 85.0 None | Selectivity Remarks: In-vitro potency (using 0.001 mM ATP) | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/";"";"";"4.7"
"CHEMBL5418986";"";"None";"923.00";"2";"3.18";"PTD14";"C[C@H]1CN(C(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL5342669";"Degradation of TYK2 in human TMD8 cells by measuring protein level at 111 nM for 6 hrs using label free proteomic analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"TMD8";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5338787";"1";"Scientific Literature";"J Med Chem";"2023";"None";"DOSE = 111.0 nM | TIME = 6.0 hr";"";"";""
"CHEMBL4287153";"";"None";"520.64";"1";"4.18";"57";"CNc1nc2sc(-c3cccc([C@@H](C)NC(=O)c4ccccc4S(C)(=O)=O)c3)nc2c2c1ncn2C";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"14.54";"0.29";"3.39";"6.37";"1";"CHEMBL5383633";"Inhibition of TYK2 JH2 (unknown origin) by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380830";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"27.0"
"CHEMBL4460368";"";"None";"451.47";"0";"1.55";"6s";"CNc1cc(Nc2cccn(-c3cc(C)n(C)n3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12";"Ki";"'='";"0.015";"nM";"10.82";"";"";"UO_0000065";"23.97";"0.45";"9.27";"8.79";"0";"CHEMBL4402444";"Inhibition of fluorescein-labeled kinase tracer binding to His-TVMV-fused TYK2 JH2 domain (575 to 869 residues) (unknown origin) measured after 90 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";"";"0.015"
"CHEMBL4474801";"";"None";"434.44";"0";"2.09";"6f";"CNc1cc(Nc2cccn(-c3ccc(F)nc3)c2=O)nn2c(C(=O)NC3CC3)cnc12";"Ki";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"15.78";"0.29";"4.76";"5.80";"0";"CHEMBL4402445";"Inhibition of TYK2 JH2 domain in IFNalpha/IL23-stimulated human Kit225 cells by luciferase reporter assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400582";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";"";"140.0"
"CHEMBL5284232";"";"None";"529.58";"1";"3.37";"20";"[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(C(=O)Nc2ccc(-n3ccnc3)cc2)c1OC";"Tm";"'='";"53.99";"degrees C";"";"";"";"UO_0000027";"";"";"";"";"0";"CHEMBL5255774";"Binding affinity to TYK2 JH2 domain (unknown origin) assessed as melting temperature at 10 uM by thermal shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252617";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"DOSE = 10.0 microM";"INHIBITOR";"";"53.99"
"CHEMBL5280466";"";"None";"546.60";"1";"3.32";"5";"[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(C(=O)Nc2ccc(N3CCCC3=O)cc2)c1OC";"IC50";"'='";"8.3";"nM";"8.08";"";"";"UO_0000065";"14.87";"0.28";"4.76";"5.23";"0";"CHEMBL5255776";"Inhibition of TYK2 dependent IFNalpha-stimulated STAT3 phosphorylation in human Jurkat cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252617";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"";"INHIBITOR";"";"8.3"
"CHEMBL5268371";"";"None";"560.63";"1";"3.71";"6";"[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(C(=O)Nc2ccc(N3CCCCC3=O)cc2)c1OC";"IC50";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"15.88";"0.29";"5.14";"5.73";"0";"CHEMBL5255776";"Inhibition of TYK2 dependent IFNalpha-stimulated STAT3 phosphorylation in human Jurkat cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252617";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"";"INHIBITOR";"";"1.4"
"CHEMBL5291007";"";"None";"540.60";"1";"4.25";"21";"[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(C(=O)Nc2ccc(-c3cccnc3)cc2)c1OC";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"14.17";"0.26";"3.37";"5.18";"0";"CHEMBL5255776";"Inhibition of TYK2 dependent IFNalpha-stimulated STAT3 phosphorylation in human Jurkat cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252617";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"";"INHIBITOR";"";"24.0"
"CHEMBL5279644";"";"None";"570.63";"1";"3.78";"24";"[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(C(=O)Nc2ccc(-c3ncn(C4CC4)n3)cc2)c1OC";"Tm";"'='";"62.02";"degrees C";"";"";"";"UO_0000027";"";"";"";"";"0";"CHEMBL5255774";"Binding affinity to TYK2 JH2 domain (unknown origin) assessed as melting temperature at 10 uM by thermal shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252617";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"DOSE = 10.0 microM";"INHIBITOR";"";"62.02"
"CHEMBL4447181";"LONDAMOCITINIB";"2.0";"599.66";"1";"3.25";"16; AZD4604";"COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCN(C)CC1";"IC50";"'='";"657.0";"nM";"6.18";"";"";"UO_0000065";"10.31";"0.20";"2.93";"4.66";"0";"CHEMBL5369347";"Inhibition of GST-tagged human recombinant TYK2 (833 to 1187 residues) expressed in insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5365521";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"657.0"
"CHEMBL3601115";"";"None";"427.90";"0";"3.45";"45";"C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCOC)c3)ncc2Cl)c1";"IC50";"'='";"407.0";"nM";"6.39";"";"";"UO_0000065";"14.93";"0.29";"2.94";"6.03";"0";"CHEMBL3603320";"Inhibition of TYK2 (unknown origin) by Z'-Lyte assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3600288";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"407.0"
"CHEMBL3622821";"UPADACITINIB";"4.0";"380.37";"0";"2.91";"EUB0000644a";"CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"19.09";"0.37";"4.35";"9.27";"0";"CHEMBL5472022";"Selectivity interaction (HTRF activity assay) EUB0000644a TYK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Protein family: Protein kinase";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5465560";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"None";"Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 85.0 None | Selectivity Remarks: In-vitro potency (using 0.1 mM ATP) | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/";"";"";"0.055"
"CHEMBL3622821";"UPADACITINIB";"4.0";"380.37";"0";"2.91";"EUB0000644a";"CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12";"IC50";"'='";"4690.0";"nM";"5.33";"";"";"UO_0000065";"14.01";"0.27";"2.42";"6.80";"0";"CHEMBL5472024";"Selectivity interaction (Biochemical assay) EUB0000644a TYK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Protein family: Protein kinase";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5465560";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"None";"Selectivity Remarks: In-vitro potency (using 0.1 mM ATP) | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/";"";"";"4690.0"
"CHEMBL5395502";"";"None";"588.71";"2";"5.32";"30";"Cc1cnc(Nc2ccc(OCCCCCCC(=O)NO)c(F)c2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1";"IC50";"'='";"780.4";"nM";"6.11";"";"";"UO_0000065";"10.37";"0.20";"0.79";"3.95";"0";"CHEMBL5385206";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380863";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"780.4"
"CHEMBL160937";"";"None";"314.73";"0";"2.53";"SB-390527";"O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(O)c1";"Inhibition";"'='";"-5.26";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-5.26"
"CHEMBL3981542";"";"None";"323.36";"0";"1.52";"BDBM198558";"N#CCNC(=O)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1";"IC50";"'='";"150.0";"nM";"6.82";"";"353536";"UO_0000065";"21.10";"0.39";"5.30";"6.11";"0";"CHEMBL3887759";"Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886441";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"150.0"
